City,Year,Capacity (kW DC) Residential (3 or fewer dwelling units per building),Project Count Residential (3 or fewer dwelling units per building),Capacity (kW DC) Other,Project Count Other,Capacity (kW DC) School (K-12),Project Count School (K-12),Capacity (kW DC) Agricultural,Project Count Agricultural,Capacity (kW DC) College / University,Project Count College / University,Capacity (kW DC) Commercial / Office,Project Count Commercial / Office,Capacity (kW DC) Municipal - K-12 School,Project Count Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Project Count Municipal / Government / Public,Capacity (kW DC) Retail,Project Count Retail,Capacity (kW DC) Mixed use (commercial & residential),Project Count Mixed use (commercial & residential),Capacity (kW DC) Religious,Project Count Religious,Capacity (kW DC) Industrial,Project Count Industrial,Capacity (kW DC) Multi-family residential (4 or more dwelling units per building),Project Count Multi-family residential (4 or more dwelling units per building),Capacity (kW DC) Hospital / Health Care,Project Count Hospital / Health Care,Capacity (kW DC) Restaurant / Food Service,Project Count Restaurant / Food Service,Capacity (kW DC) Federal,Project Count Federal,Capacity (kW DC) Community Solar,Project Count Community Solar,Capacity (kW DC) State,Project Count State,Capacity (kW DC) State - College/University,Project Count State - College/University,Capacity (kW DC) All,Project Count All,Capacity (kW DC) Commercial,Project Count Commercial,Capacity (kW DC) Municipal,Project Count Municipal,Capacity (kW DC) State/Fed,Project Count State/Fed,Capacity (kW DC) All Cumulative,Project Count All Cumulative,Capacity (kW DC) Residential Cumulative,Project Count Residential Cumulative,Capacity (kW DC) Multifamily Cumulative,Project Count Multifamily Cumulative,Capacity (kW DC) Mixed use Cumulative,Project Count Mixed use Cumulative,Capacity (kW DC) Commercial Cumulative,Project Count Commercial Cumulative,Capacity (kW DC) Municipal Cumulative,Project Count Municipal Cumulative,Capacity (kW DC) State/Fed Cumulative,Project Count State/Fed Cumulative,Capacity (kW DC) Industrial Cumulative,Project Count Industrial Cumulative,Capacity (kW DC) Agricultural Cumulative,Project Count Agricultural Cumulative,Capacity (kW DC) Community Solar Cumulative,Project Count Community Solar Cumulative,Capacity (kW DC) Other Cumulative,Project Count Other Cumulative
Boylston,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2009,5.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2010,5.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,2.0,11.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2011,12.795,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.895,4.0,23.895,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2012,2.115,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.009999999999998,5.0,26.009999999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2013,9.54,1.0,,,,,,,,,56.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.69999999999999,2.0,56.16,1.0,0.0,0.0,0.0,0.0,91.70999999999998,7.0,35.55,6.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2014,6.38,1.0,8.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.75999999999998,9.0,41.93,7.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2015,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,124.75999999999998,11.0,59.93,9.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2016,33.516000000000005,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.516000000000005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,158.27599999999998,15.0,93.446,13.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2017,30.069,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.069,4.0,0.0,0.0,0.0,0.0,0.0,0.0,188.34499999999997,19.0,123.515,17.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2018,12.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.58499999999998,20.0,135.755,18.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.58499999999998,20.0,135.755,18.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.58499999999998,20.0,135.755,18.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.58499999999998,20.0,135.755,18.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.58499999999998,20.0,135.755,18.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Boylston,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.58499999999998,20.0,135.755,18.0,0.0,0.0,0.0,0.0,56.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1.0
Braintree,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2009,,,,,,,,,,,,,,,10.79,1.0,,,,,,,,,,,,,,,,,,,,,,,10.79,1.0,0.0,0.0,10.79,1.0,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2012,,,,,,,,,,,68.145,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,68.145,1.0,68.145,1.0,0.0,0.0,0.0,0.0,78.935,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.145,1.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2013,4.8,1.0,,,,,,,,,,,,,,,258.984,1.0,,,,,,,,,,,,,,,,,,,,,263.784,2.0,258.984,1.0,0.0,0.0,0.0,0.0,342.719,4.0,4.8,1.0,0.0,0.0,0.0,0.0,327.12899999999996,2.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2014,25.515,5.0,,,,,,,,,99.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,124.965,6.0,99.45,1.0,0.0,0.0,0.0,0.0,467.68399999999997,10.0,30.315,6.0,0.0,0.0,0.0,0.0,426.57899999999995,3.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2015,5.4,1.0,,,,,,,,,,,,,1263.31,1.0,,,,,,,,,,,,,,,,,,,,,,,1268.71,2.0,0.0,0.0,1263.31,1.0,0.0,0.0,1736.394,12.0,35.715,7.0,0.0,0.0,0.0,0.0,426.57899999999995,3.0,1274.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2016,51.935,5.0,,,,,,,,,,,664.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,716.2750000000001,6.0,0.0,0.0,664.34,1.0,0.0,0.0,2452.669,18.0,87.65,12.0,0.0,0.0,0.0,0.0,426.57899999999995,3.0,1938.44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2017,12.7,2.0,,,,,,,,,,,,,,,298.224,1.0,,,,,72.0,1.0,,,,,,,,,,,,,,,382.924,4.0,298.224,1.0,0.0,0.0,0.0,0.0,2835.593,22.0,100.35000000000001,14.0,0.0,0.0,0.0,0.0,724.8029999999999,4.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2018,52.53,6.0,,,,,,,,,2443.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.03,7.0,2443.5,1.0,0.0,0.0,0.0,0.0,5331.6230000000005,29.0,152.88,20.0,0.0,0.0,0.0,0.0,3168.303,5.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2019,,,,,,,,,,,1050.92,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.92,1.0,1050.92,1.0,0.0,0.0,0.0,0.0,6382.543000000001,30.0,152.88,20.0,0.0,0.0,0.0,0.0,4219.223,6.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.543000000001,30.0,152.88,20.0,0.0,0.0,0.0,0.0,4219.223,6.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.543000000001,30.0,152.88,20.0,0.0,0.0,0.0,0.0,4219.223,6.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.543000000001,30.0,152.88,20.0,0.0,0.0,0.0,0.0,4219.223,6.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braintree,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.543000000001,30.0,152.88,20.0,0.0,0.0,0.0,0.0,4219.223,6.0,1938.44,3.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2004,1.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster,2006,,,,,,,9.6,1.0,,,3.45,1.0,2.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15.09,3.0,3.45,1.0,2.04,1.0,0.0,0.0,16.89,4.0,1.8,1.0,0.0,0.0,0.0,0.0,3.45,1.0,2.04,1.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0
Brewster,2007,4.86,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,6.0,6.66,3.0,0.0,0.0,0.0,0.0,3.45,1.0,2.04,1.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0
Brewster,2008,3.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.990000000000002,7.0,9.9,4.0,0.0,0.0,0.0,0.0,3.45,1.0,2.04,1.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0
Brewster,2009,41.099,11.0,,,,,,,,,14.835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,55.934,12.0,14.835,1.0,0.0,0.0,0.0,0.0,80.924,19.0,50.998999999999995,15.0,0.0,0.0,0.0,0.0,18.285,2.0,2.04,1.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0
Brewster,2010,,,,,,,,,,,,,201.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,201.96,2.0,0.0,0.0,201.96,2.0,0.0,0.0,282.884,21.0,50.998999999999995,15.0,0.0,0.0,0.0,0.0,18.285,2.0,204.0,3.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0
Brewster,2011,54.61,9.0,,,,,,,,,,,,,,,,,41.34,3.0,,,,,,,,,,,,,,,,,,,95.95,12.0,0.0,0.0,0.0,0.0,0.0,0.0,378.834,33.0,105.609,24.0,0.0,0.0,41.34,3.0,18.285,2.0,204.0,3.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0
Brewster,2012,46.41,8.0,345.6,1.0,,,,,,,18.718,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,410.728,12.0,18.718,3.0,0.0,0.0,0.0,0.0,789.562,45.0,152.019,32.0,0.0,0.0,41.34,3.0,37.003,5.0,204.0,3.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,345.6,1.0
Brewster,2013,61.644000000000005,8.0,9.4,1.0,,,,,,,26.799,4.0,,,,,,,,,28.56,1.0,,,,,,,,,,,,,,,,,126.40300000000002,14.0,55.358999999999995,5.0,0.0,0.0,0.0,0.0,915.965,59.0,213.663,40.0,0.0,0.0,41.34,3.0,92.362,10.0,204.0,3.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,355.0,2.0
Brewster,2014,200.80100000000002,29.0,,,,,,,,,,,,,1231.3400000000001,3.0,,,,,,,,,,,,,,,,,,,,,,,1432.141,32.0,0.0,0.0,1231.3400000000001,3.0,0.0,0.0,2348.106,91.0,414.464,69.0,0.0,0.0,41.34,3.0,92.362,10.0,1435.3400000000001,6.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,355.0,2.0
Brewster,2015,399.0,63.0,,,,,,,,,176.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,575.15,64.0,176.15,1.0,0.0,0.0,0.0,0.0,2923.2560000000003,155.0,813.4639999999999,132.0,0.0,0.0,41.34,3.0,268.512,11.0,1435.3400000000001,6.0,0.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,355.0,2.0
Brewster,2016,926.324,134.0,,,24.255,1.0,,,,,277.98,4.0,,,,,,,,,,,,,,,,,,,,,73.2,1.0,,,,,1301.759,140.0,302.235,5.0,0.0,0.0,0.0,0.0,4225.015,295.0,1739.788,266.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,0.0,0.0,9.6,1.0,73.2,1.0,355.0,2.0
Brewster,2017,397.828,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.828,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4622.843000000001,345.0,2137.616,316.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,0.0,0.0,9.6,1.0,73.2,1.0,355.0,2.0
Brewster,2018,332.808,50.0,10.065,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.873,51.0,0.0,0.0,0.0,0.0,0.0,0.0,4965.716,396.0,2470.424,366.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,0.0,0.0,9.6,1.0,73.2,1.0,365.065,3.0
Brewster,2019,303.981,37.0,103.505,8.0,,,,,,,,,,,,,,,,,,,692.07,2.0,,,,,,,,,,,,,,,1099.556,47.0,0.0,0.0,0.0,0.0,0.0,0.0,6065.272000000001,443.0,2774.4049999999997,403.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,692.07,2.0,9.6,1.0,73.2,1.0,468.57000000000005,11.0
Brewster,2020,309.509,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.66,1.0,,,,,559.169,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6624.441000000001,483.0,3083.9139999999998,442.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,692.07,2.0,9.6,1.0,322.86,2.0,468.57000000000005,11.0
Brewster,2021,516.915,65.0,645.84,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.755,66.0,0.0,0.0,0.0,0.0,0.0,0.0,7787.196,549.0,3600.8289999999997,507.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,692.07,2.0,9.6,1.0,322.86,2.0,1114.41,12.0
Brewster,2022,465.795,53.0,1112.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.9950000000001,54.0,0.0,0.0,0.0,0.0,0.0,0.0,9365.191,603.0,4066.624,560.0,0.0,0.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,692.07,2.0,9.6,1.0,322.86,2.0,2226.61,13.0
Brewster,2023,443.76,46.0,,,,,,,,,,,,,,,,,,,,,,,158.85000000000002,2.0,,,,,,,,,,,,,602.61,48.0,0.0,0.0,0.0,0.0,0.0,0.0,9967.801000000001,651.0,4510.384,606.0,158.85000000000002,2.0,41.34,3.0,570.7470000000001,16.0,1435.3400000000001,6.0,0.0,0.0,692.07,2.0,9.6,1.0,322.86,2.0,2226.61,13.0
Bridgewater,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridgewater,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridgewater,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridgewater,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridgewater,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
