,City,Year,Capacity (kW DC) Agricultural,Capacity (kW DC) All,Capacity (kW DC) College / University,Capacity (kW DC) Commercial / Office,Capacity (kW DC) Community Solar,Capacity (kW DC) Federal,Capacity (kW DC) Hospital / Health Care,Capacity (kW DC) Industrial,Capacity (kW DC) Mixed Use,Capacity (kW DC) Multi-family residential,Capacity (kW DC) Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Capacity (kW DC) Non-Profit,Capacity (kW DC) Other,Capacity (kW DC) Religious,Capacity (kW DC) Residential,Capacity (kW DC) Restaurant / Food Service,Capacity (kW DC) Retail,Capacity (kW DC) School (K-12),Capacity (kW DC) State,Capacity (kW DC) State - College/University,Capacity (kW DC) Unknown,Project Count Agricultural,Project Count All,Project Count College / University,Project Count Commercial / Office,Project Count Community Solar,Project Count Federal,Project Count Hospital / Health Care,Project Count Industrial,Project Count Mixed Use,Project Count Multi-family residential,Project Count Municipal - K-12 School,Project Count Municipal / Government / Public,Project Count Non-Profit,Project Count Other,Project Count Religious,Project Count Residential,Project Count Restaurant / Food Service,Project Count Retail,Project Count School (K-12),Project Count State,Project Count State - College/University,Project Count Unknown,Cumulative Capacity (kW DC) Agricultural,Cumulative Capacity (kW DC) All,Cumulative Capacity (kW DC) College / University,Cumulative Capacity (kW DC) Commercial / Office,Cumulative Capacity (kW DC) Community Solar,Cumulative Capacity (kW DC) Federal,Cumulative Capacity (kW DC) Hospital / Health Care,Cumulative Capacity (kW DC) Industrial,Cumulative Capacity (kW DC) Mixed Use,Cumulative Capacity (kW DC) Multi-family residential,Cumulative Capacity (kW DC) Municipal - K-12 School,Cumulative Capacity (kW DC) Municipal / Government / Public,Cumulative Capacity (kW DC) Non-Profit,Cumulative Capacity (kW DC) Other,Cumulative Capacity (kW DC) Religious,Cumulative Capacity (kW DC) Residential,Cumulative Capacity (kW DC) Restaurant / Food Service,Cumulative Capacity (kW DC) Retail,Cumulative Capacity (kW DC) School (K-12),Cumulative Capacity (kW DC) State,Cumulative Capacity (kW DC) State - College/University,Cumulative Capacity (kW DC) Unknown,Cumulative Project Count Agricultural,Cumulative Project Count All,Cumulative Project Count College / University,Cumulative Project Count Commercial / Office,Cumulative Project Count Community Solar,Cumulative Project Count Federal,Cumulative Project Count Hospital / Health Care,Cumulative Project Count Industrial,Cumulative Project Count Mixed Use,Cumulative Project Count Multi-family residential,Cumulative Project Count Municipal - K-12 School,Cumulative Project Count Municipal / Government / Public,Cumulative Project Count Non-Profit,Cumulative Project Count Other,Cumulative Project Count Religious,Cumulative Project Count Residential,Cumulative Project Count Restaurant / Food Service,Cumulative Project Count Retail,Cumulative Project Count School (K-12),Cumulative Project Count State,Cumulative Project Count State - College/University,Cumulative Project Count Unknown,Capacity (kW DC) Commercial,Capacity (kW DC) Municipal,Project Count Commercial,Project Count Municipal,Cumulative Capacity (kW DC) Commercial,Cumulative Project Count Commercial,Cumulative Project Count Municipal,Cumulative Capacity (kW DC) Municipal,TPO Count N,TPO Count Y,Cumulative TPO Count N,Cumulative TPO Count Y,pct res TPO cum
55,Acushnet,2025,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,20262.134,,2383.81,7799.5599999999995,,,,2838.24,,,40.044,,112.13000000000001,,4442.43,,30.8,133.2,6.76,,2475.16,,616.0,,7.0,5.0,,,,1.0,,,2.0,,8.0,,521.0,,1.0,1.0,1.0,,69.0,0.0,0.0,0.0,0.0,2554.57,10.0,2.0,40.044,,,235.0,277.0,53.16698656429942
56,Acushnet,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,20262.134,,2383.81,7799.5599999999995,,,,2838.24,,,40.044,,112.13000000000001,,4442.43,,30.8,133.2,6.76,,2475.16,,616.0,,7.0,5.0,,,,1.0,,,2.0,,8.0,,521.0,,1.0,1.0,1.0,,69.0,0.0,0.0,0.0,0.0,2554.57,10.0,2.0,40.044,,,,,
57,Adams,2006,,3.808,,3.808,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.808,,3.808,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.808,0.0,1.0,0.0,3.808,1.0,0.0,0.0,,,,,
58,Adams,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.808,,3.808,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,,,,,
59,Adams,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.808,,3.808,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,,,,,
60,Adams,2009,,1.55,,,,,,,,,,,,,,1.55,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,5.358,,3.808,,,,,,,,,,,,1.55,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,1.0,,1.0,0.0,0.0
61,Adams,2010,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,5.358,,3.808,,,,,,,,,,,,1.55,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,,,1.0,0.0,0.0
62,Adams,2011,,7.05,,,,,,,,,,7.05,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,12.408,,3.808,,,,,,,,7.05,,,,1.55,,,,,,,,3.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,0.0,7.05,0.0,1.0,3.808,1.0,1.0,7.05,,,1.0,0.0,0.0
63,Adams,2012,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12.408,,3.808,,,,,,,,7.05,,,,1.55,,,,,,,,3.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,3.808,1.0,1.0,7.05,,,1.0,0.0,0.0
64,Adams,2013,,1090.9,,1076.9,,,,,,,,,,,,14.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,1103.308,,1080.708,,,,,,,,7.05,,,,15.55,,,,,,,,6.0,,2.0,,,,,,,,1.0,,,,3.0,,,,,,,1076.9,0.0,1.0,0.0,1080.708,2.0,1.0,7.05,1.0,1.0,2.0,1.0,33.333333333333336
65,Adams,2014,,87.5,,10.0,,,,,,,,,,,,77.5,,,,,,,,16.0,,2.0,,,,,,,,,,,,14.0,,,,,,,,1190.808,,1090.708,,,,,,,,7.05,,,,93.05,,,,,,,,22.0,,4.0,,,,,,,,1.0,,,,17.0,,,,,,,10.0,0.0,2.0,0.0,1090.708,4.0,1.0,7.05,13.0,1.0,15.0,2.0,11.764705882352942
66,Adams,2015,,1563.08,,,1384.32,,,,,,,,,5.225,,173.535,,,,,,,,25.0,,,1.0,,,,,,,,,1.0,,23.0,,,,,,,,2753.888,,1090.708,1384.32,,,,,,,7.05,,5.225,,266.585,,,,,,,,47.0,,4.0,1.0,,,,,,,1.0,,1.0,,40.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,4.0,19.0,19.0,21.0,52.5
67,Adams,2016,,256.31,,,,,,,,,,,,,,256.31,,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,,,,,,3010.198,,1090.708,1384.32,,,,,,,7.05,,5.225,,522.895,,,,,,,,83.0,,4.0,1.0,,,,,,,1.0,,1.0,,76.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,3.0,33.0,22.0,54.0,71.05263157894737
68,Adams,2017,,139.195,,,,,,,,,,,,,,139.195,,,,,,,,22.0,,,,,,,,,,,,,,22.0,,,,,,,,3149.393,,1090.708,1384.32,,,,,,,7.05,,5.225,,662.09,,,,,,,,105.0,,4.0,1.0,,,,,,,1.0,,1.0,,98.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,7.0,15.0,29.0,69.0,70.40816326530613
69,Adams,2018,,97.02,,,,,,,,,,,,,,97.02,,,,,,,,11.0,,,,,,,,,,,,,,11.0,,,,,,,,3246.413,,1090.708,1384.32,,,,,,,7.05,,5.225,,759.11,,,,,,,,116.0,,4.0,1.0,,,,,,,1.0,,1.0,,109.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,6.0,5.0,35.0,74.0,67.88990825688073
70,Adams,2019,,82.18,,,,,,,,,,,,,,82.18,,,,,,,,11.0,,,,,,,,,,,,,,11.0,,,,,,,,3328.593,,1090.708,1384.32,,,,,,,7.05,,5.225,,841.2900000000001,,,,,,,,127.0,,4.0,1.0,,,,,,,1.0,,1.0,,120.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,8.0,3.0,43.0,77.0,64.16666666666667
71,Adams,2020,,147.945,,,,,,,,,,,,,,147.945,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,,3476.538,,1090.708,1384.32,,,,,,,7.05,,5.225,,989.235,,,,,,,,147.0,,4.0,1.0,,,,,,,1.0,,1.0,,140.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,18.0,2.0,61.0,79.0,56.42857142857143
72,Adams,2021,,203.345,,,,,,,,,,,,,,203.345,,,,,,,,29.0,,,,,,,,,,,,,,29.0,,,,,,,,3679.883,,1090.708,1384.32,,,,,,,7.05,,5.225,,1192.58,,,,,,,,176.0,,4.0,1.0,,,,,,,1.0,,1.0,,169.0,,,,,,,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,4.0,24.0,65.0,103.0,60.946745562130175
73,Adams,2022,,5841.375,,,5605.6,,,,,,,,,,,205.7749999999999,,,,,,30.0,,30.0,,,1.0,,,,,,,,,,,25.0,,,,,,4.0,,9521.258000000002,,1090.708,6989.92,,,,,,,7.05,,5.225,,1398.355,,,,,,30.0,,206.0,,4.0,2.0,,,,,,,1.0,,1.0,,194.0,,,,,,4.0,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,10.0,12.0,75.0,115.0,59.27835051546392
74,Adams,2023,,623.634,,,,,,312.84,,,,,,,,78.944,,,,,,231.85,,38.0,,,,,,1.0,,,,,,,,8.0,,,,,,29.0,,10144.892,,1090.708,6989.92,,,312.84,,,,7.05,,5.225,,1477.299,,,,,,261.85,,244.0,,4.0,2.0,,,1.0,,,,1.0,,1.0,,202.0,,,,,,33.0,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,4.0,1.0,79.0,116.0,57.42574257425743
75,Adams,2024,,276.485,,,,,,,,,,,,,,22.655,,,,,,253.83,,38.0,,,,,,,,,,,,,,2.0,,,,,,36.0,,10421.377,,1090.708,6989.92,,,312.84,,,,7.05,,5.225,,1499.954,,,,,,515.6800000000001,,282.0,,4.0,2.0,,,1.0,,,,1.0,,1.0,,204.0,,,,,,69.0,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,,,79.0,116.0,56.86274509803921
76,Adams,2025,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10421.377,,1090.708,6989.92,,,312.84,,,,7.05,,5.225,,1499.954,,,,,,515.6800000000001,,282.0,,4.0,2.0,,,1.0,,,,1.0,,1.0,,204.0,,,,,,69.0,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,,,79.0,116.0,56.86274509803921
77,Adams,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10421.377,,1090.708,6989.92,,,312.84,,,,7.05,,5.225,,1499.954,,,,,,515.6800000000001,,282.0,,4.0,2.0,,,1.0,,,,1.0,,1.0,,204.0,,,,,,69.0,0.0,0.0,0.0,0.0,1090.708,4.0,1.0,7.05,,,,,
78,Agawam,2006,,2.16,,,,,,,,,,,,,,2.16,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,2.16,,,,,,,,,,,,,,2.16,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0
79,Agawam,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,2.16,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
80,Agawam,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,2.16,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
81,Agawam,2009,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,2.16,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
82,Agawam,2010,,1.632,,,,,,,,,,,,,,1.632,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,3.792,,,,,,,,,,,,,,3.792,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,0.0,0.0
83,Agawam,2011,,22.240000000000002,,,,,,,,,,,,,,22.240000000000002,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,26.032000000000004,,,,,,,,,,,,,,26.032000000000004,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,20.0
84,Agawam,2012,,30.125,,,,,,,,,,,,,,30.125,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,56.157000000000004,,,,,,,,,,,,,,56.157000000000004,,,,,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,33.333333333333336
85,Agawam,2013,,3687.925,,7.595,,,,1813.5,,,,1813.5,,,,53.33,,,,,,,,12.0,,1.0,,,,1.0,,,,1.0,,,,9.0,,,,,,,,3744.082,,7.595,,,,1813.5,,,,1813.5,,,,109.487,,,,,,,,21.0,,1.0,,,,1.0,,,,1.0,,,,18.0,,,,,,,7.595,1813.5,1.0,1.0,7.595,1.0,1.0,1813.5,3.0,6.0,9.0,9.0,50.0
86,Agawam,2014,,221.863,,,,,,,,,,,,,,221.863,,,,,,,,28.0,,,,,,,,,,,,,,28.0,,,,,,,,3965.945,,7.595,,,,1813.5,,,,1813.5,,,,331.35,,,,,,,,49.0,,1.0,,,,1.0,,,,1.0,,,,46.0,,,,,,,0.0,0.0,0.0,0.0,7.595,1.0,1.0,1813.5,9.0,19.0,18.0,28.0,60.869565217391305
87,Agawam,2015,,993.29,,,,,,,,,,,,,,993.29,,,,,,,,129.0,,,,,,,,,,,,,,129.0,,,,,,,,4959.235,,7.595,,,,1813.5,,,,1813.5,,,,1324.6399999999999,,,,,,,,178.0,,1.0,,,,1.0,,,,1.0,,,,175.0,,,,,,,0.0,0.0,0.0,0.0,7.595,1.0,1.0,1813.5,23.0,106.0,41.0,134.0,76.57142857142857
88,Agawam,2016,,1305.803,,99.96,,,,,,,,,,,,1147.703,,58.14,,,,,,147.0,,2.0,,,,,,,,,,,,144.0,,1.0,,,,,,6265.0380000000005,,107.55499999999999,,,,1813.5,,,,1813.5,,,,2472.343,,58.14,,,,,,325.0,,3.0,,,,1.0,,,,1.0,,,,319.0,,1.0,,,,,158.1,0.0,3.0,0.0,165.695,4.0,1.0,1813.5,19.0,125.0,60.0,259.0,81.19122257053291
89,Agawam,2017,,627.525,,,,,,,,,,,,,,502.78499999999997,,124.74,,,,,,70.0,,,,,,,,,,,,,,69.0,,1.0,,,,,,6892.563,,107.55499999999999,,,,1813.5,,,,1813.5,,,,2975.1279999999997,,182.88,,,,,,395.0,,3.0,,,,1.0,,,,1.0,,,,388.0,,2.0,,,,,124.74,0.0,1.0,0.0,290.435,5.0,1.0,1813.5,29.0,40.0,89.0,299.0,77.0618556701031
90,Agawam,2018,,1031.44,,456.28,,,,,,,,,,,,575.16,,,,,,,,66.0,,1.0,,,,,,,,,,,,65.0,,,,,,,,7924.003,,563.8349999999999,,,,1813.5,,,,1813.5,,,,3550.2879999999996,,182.88,,,,,,461.0,,4.0,,,,1.0,,,,1.0,,,,453.0,,2.0,,,,,456.28,0.0,1.0,0.0,746.7149999999999,6.0,1.0,1813.5,29.0,36.0,118.0,335.0,73.9514348785872
91,Agawam,2019,,919.02,,,,,,,,5.1,,,,85.325,,828.595,,,,,,,,98.0,,,,,,,,1.0,,,,9.0,,88.0,,,,,,,,8843.023,,563.8349999999999,,,,1813.5,,5.1,,1813.5,,85.325,,4378.883,,182.88,,,,,,559.0,,4.0,,,,1.0,,1.0,,1.0,,9.0,,541.0,,2.0,,,,,0.0,0.0,0.0,0.0,746.7149999999999,6.0,1.0,1813.5,19.0,69.0,137.0,404.0,74.67652495378928
92,Agawam,2020,,5490.662,,,5060.25,,,,,,,,,,,430.412,,,,,,,,57.0,,,1.0,,,,,,,,,,,56.0,,,,,,,,14333.685,,563.8349999999999,5060.25,,,1813.5,,5.1,,1813.5,,85.325,,4809.295,,182.88,,,,,,616.0,,4.0,1.0,,,1.0,,1.0,,1.0,,9.0,,597.0,,2.0,,,,,0.0,0.0,0.0,0.0,746.7149999999999,6.0,1.0,1813.5,14.0,42.0,151.0,446.0,74.7068676716918
93,Agawam,2021,,6456.135,,49.28,5656.8,,,,,6.12,,,,26.46,,717.475,,,,,,,,82.0,,1.0,1.0,,,,,1.0,,,,2.0,,77.0,,,,,,,,20789.82,,613.115,10717.05,,,1813.5,,11.219999999999999,,1813.5,,111.785,,5526.7699999999995,,182.88,,,,,,698.0,,5.0,2.0,,,1.0,,2.0,,1.0,,11.0,,674.0,,2.0,,,,,49.28,0.0,1.0,0.0,795.995,7.0,1.0,1813.5,17.0,59.0,168.0,505.0,74.92581602373888
94,Agawam,2022,,837.298,,,,,,,,,,,,,,729.298,,,,,,108.0,,88.0,,,,,,,,,,,,,,76.0,,,,,,12.0,,21627.118,,613.115,10717.05,,,1813.5,,11.219999999999999,,1813.5,,111.785,,6256.067999999999,,182.88,,,,108.0,,786.0,,5.0,2.0,,,1.0,,2.0,,1.0,,11.0,,750.0,,2.0,,,,12.0,0.0,0.0,0.0,0.0,795.995,7.0,1.0,1813.5,22.0,48.0,190.0,553.0,73.73333333333333
95,Agawam,2023,,1429.0279999999998,,,,,,324.77,,,,,,,,324.2579999999999,,,,,,780.0,,111.0,,,,,,2.0,,,,,,,,28.0,,,,,,81.0,,23056.145999999997,,613.115,10717.05,,,2138.27,,11.219999999999999,,1813.5,,111.785,,6580.326,,182.88,,,,888.0,,897.0,,5.0,2.0,,,3.0,,2.0,,1.0,,11.0,,778.0,,2.0,,,,93.0,0.0,0.0,0.0,0.0,795.995,7.0,1.0,1813.5,10.0,14.0,200.0,567.0,72.87917737789203
96,Agawam,2024,,575.0749999999999,,,,,,,,,,,,,,58.015,,,,,,517.06,,64.0,,,,,,,,,,,,,,6.0,,,,,,58.0,,23631.220999999998,,613.115,10717.05,,,2138.27,,11.219999999999999,,1813.5,,111.785,,6638.340999999999,,182.88,,,,1405.06,,961.0,,5.0,2.0,,,3.0,,2.0,,1.0,,11.0,,784.0,,2.0,,,,151.0,0.0,0.0,0.0,0.0,795.995,7.0,1.0,1813.5,1.0,2.0,201.0,569.0,72.5765306122449
97,Agawam,2025,,200.0,,,,,,,,,,,,200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,23831.220999999998,,613.115,10717.05,,,2138.27,,11.219999999999999,,1813.5,,311.78499999999997,,6638.340999999999,,182.88,,,,1405.06,,962.0,,5.0,2.0,,,3.0,,2.0,,1.0,,12.0,,784.0,,2.0,,,,151.0,0.0,0.0,0.0,0.0,795.995,7.0,1.0,1813.5,,,201.0,569.0,72.5765306122449
98,Agawam,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,23831.220999999998,,613.115,10717.05,,,2138.27,,11.219999999999999,,1813.5,,311.78499999999997,,6638.340999999999,,182.88,,,,1405.06,,962.0,,5.0,2.0,,,3.0,,2.0,,1.0,,12.0,,784.0,,2.0,,,,151.0,0.0,0.0,0.0,0.0,795.995,7.0,1.0,1813.5,,,,,
99,Alford,2006,,1.8,,,,,,,,,,,,,,1.8,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.8,,,,,,,,,,,,,,1.8,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0
100,Alford,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,1.8,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
101,Alford,2008,,4.96,,,,,,,,,,,,,,4.96,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.76,,,,,,,,,,,,,,6.76,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,0.0,0.0
102,Alford,2009,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,6.76,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
103,Alford,2010,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,6.76,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
104,Alford,2011,,19.14,,,,,,,,,,,,,,19.14,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,25.9,,,,,,,,,,,,,,25.9,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,25.0
105,Alford,2012,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,,,,,,,,,25.9,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.0,25.0
106,Alford,2013,,26.612000000000002,,,,,,,,,,,,,,26.612000000000002,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,52.512,,,,,,,,,,,,,,52.512,,,,,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,6.0,1.0,14.285714285714286
107,Alford,2014,,32.155,,,,,,,,,,,,,,32.155,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,84.667,,,,,,,,,,,,,,84.667,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,9.0,1.0,10.0
108,Alford,2015,,15.559999999999999,,,,,,,,,,,,,,15.559999999999999,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,100.227,,,,,,,,,,,,,,100.227,,,,,,,,12.0,,,,,,,,,,,,,,12.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,11.0,1.0,8.333333333333334
109,Alford,2016,,50.74,,,,,,,,,,,,,,50.74,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,150.96699999999998,,,,,,,,,,,,,,150.96699999999998,,,,,,,,17.0,,,,,,,,,,,,,,17.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,3.0,17.647058823529413
110,Alford,2017,,11.2,,,,,,,,,,,,,,11.2,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,162.167,,,,,,,,,,,,,,162.167,,,,,,,,18.0,,,,,,,,,,,,,,18.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,15.0,3.0,16.666666666666668
111,Alford,2018,,13.14,,,,,,,,,,,,,,13.14,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,175.307,,,,,,,,,,,,,,175.307,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,17.0,3.0,15.0
112,Alford,2019,,19.29,,,,,,,,,,,,,,19.29,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,194.597,,,,,,,,,,,,,,194.597,,,,,,,,22.0,,,,,,,,,,,,,,22.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,4.0,18.181818181818183
113,Alford,2020,,24.11,,,,,,,,,,,,,,24.11,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,218.707,,,,,,,,,,,,,,218.707,,,,,,,,25.0,,,,,,,,,,,,,,25.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,5.0,20.0
114,Alford,2021,,54.96,,,,,,,,,,,,,,40.725,,,,,,14.235,,5.0,,,,,,,,,,,,,,4.0,,,,,,1.0,,273.66700000000003,,,,,,,,,,,,,,259.432,,,,,,14.235,,30.0,,,,,,,,,,,,,,29.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,23.0,6.0,20.689655172413794
115,Alford,2022,,98.72,,,,,,,,,,,,,,54.72,,,,,,44.0,,7.0,,,,,,,,,,,,,,4.0,,,,,,3.0,,372.387,,,,,,,,,,,,,,314.152,,,,,,58.235,,37.0,,,,,,,,,,,,,,33.0,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,8.0,24.242424242424242
116,Alford,2023,,38.16,,,,,,,,,,,,,,15.12,,,,,,23.04,,3.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,410.547,,,,,,,,,,,,,,329.272,,,,,,81.275,,40.0,,,,,,,,,,,,,,34.0,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24.0,8.0,23.529411764705884
117,Alford,2024,,14.399999999999999,,,,,,,,,,,,,,,,,,,,14.399999999999999,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,424.947,,,,,,,,,,,,,,329.272,,,,,,95.675,,42.0,,,,,,,,,,,,,,34.0,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24.0,8.0,23.529411764705884
